Cross_ID,Cross_Type,Sample_ID,Dam_Weight_g,Dam_Body_mm,Dam_Just_body,Dam_Tail_mm,Dam_Foot_mm,Dam_Ear_mm,Embryo_weight_g,Placenta_Weight_g,Side_of_Repro,TS,day,sex,N_in_litter,Experiment
LL.WW10,LL.WW,M445,23.0583,152.7,82.57,70.13,17.02,9.9,1.0222,0.1016,R,25,17,F,5,dom
LL.WW10,LL.WW,M446,23.0583,152.7,82.57,70.13,17.02,9.9,0.9218,0.0849,L,25,17,M,5,dom
LL.WW10,LL.WW,M447,23.0583,152.7,82.57,70.13,17.02,9.9,0.8989,0.0892,L,25,17,F,5,dom
LL.WW10,LL.WW,M448,23.0583,152.7,82.57,70.13,17.02,9.9,0.7951,0.0853,L,25,17,M,5,dom
LL.WW11,LL.WW,M502,28.4693,154.08,86.85,67.23,15.2,9.96,0.6352,0.0985,R,24,16,F,7,dom
LL.WW11,LL.WW,M503,28.4693,154.08,86.85,67.23,15.2,9.96,0.6492,0.0861,R,24,16,M,7,dom
LL.WW11,LL.WW,M504,28.4693,154.08,86.85,67.23,15.2,9.96,0.6422,0.1023,R,24,16,M,7,dom
LL.WW11,LL.WW,M505,28.4693,154.08,86.85,67.23,15.2,9.96,0.6364,0.0999,R,24,16,M,7,dom
LL.WW11,LL.WW,M506,28.4693,154.08,86.85,67.23,15.2,9.96,0.5306,0.0854,L,24,16,M,7,dom
LL.WW11,LL.WW,M507,28.4693,154.08,86.85,67.23,15.2,9.96,0.5804,0.0777,L,24,16,F,7,dom
LL.WW11,LL.WW,M508,28.4693,154.08,86.85,67.23,15.2,9.96,0.5363,0.0917,L,24,16,M,7,dom
LL.WW13,LL.WW,M669,21.733,144.49,76.95,67.54,18.09,9.55,0.7518,0.1067,R,24,16,M,6,dom
LL.WW13,LL.WW,M670,21.733,144.49,76.95,67.54,18.09,9.55,0.7883,0.079,R,24,16,M,6,dom
LL.WW13,LL.WW,M671,21.733,144.49,76.95,67.54,18.09,9.55,0.7232,0.0833,R,24,16,M,6,dom
LL.WW13,LL.WW,M672,21.733,144.49,76.95,67.54,18.09,9.55,0.6859,0.0874,L,24,16,M,6,dom
LL.WW13,LL.WW,M673,21.733,144.49,76.95,67.54,18.09,9.55,0.6417,0.0802,L,24,16,F,6,dom
LL.WW13,LL.WW,M674,21.733,144.49,76.95,67.54,18.09,9.55,0.6867,0.0807,L,24,16,F,6,dom
LL.WW14,LL.WW,M663,22.775,147.19,80.41,66.78,16.36,11.14,0.6769,0.1056,R,24,16,M,6,dom
LL.WW14,LL.WW,M664,22.775,147.19,80.41,66.78,16.36,11.14,0.6216,0.0934,R,24,16,F,6,dom
LL.WW14,LL.WW,M665,22.775,147.19,80.41,66.78,16.36,11.14,0.7184,0.083,R,24,16,M,6,dom
LL.WW14,LL.WW,M666,22.775,147.19,80.41,66.78,16.36,11.14,0.5715,0.0787,L,24,16,F,6,dom
LL.WW14,LL.WW,M667,22.775,147.19,80.41,66.78,16.36,11.14,0.6303,0.0738,L,24,16,F,6,dom
LL.WW14,LL.WW,M668,22.775,147.19,80.41,66.78,16.36,11.14,0.5988,0.0762,L,24,16,M,6,dom
LL.WW15,LL.WW,M717,24.0669,151.09,82.56,68.53,17.68,10.5,0.9637,0.0939,R,25,16.5,F,5,dom
LL.WW15,LL.WW,M718,24.0669,151.09,82.56,68.53,17.68,10.5,0.8405,0.0949,R,25,16.5,M,5,dom
LL.WW15,LL.WW,M719,24.0669,151.09,82.56,68.53,17.68,10.5,1.01,0.0954,R,25,16.5,M,5,dom
LL.WW6,LL.WW,M90,21.0369,143.79,79.09,64.7,16.96,10.55,1.4245,0.0892,R,26,18,F,5,dom
LL.WW6,LL.WW,M91,21.0369,143.79,79.09,64.7,16.96,10.55,1.1519,0.057,R,26,18,M,5,dom
LL.WW6,LL.WW,M92,21.0369,143.79,79.09,64.7,16.96,10.55,1.1602,0.0643,R,26,18,F,5,dom
LL.WW6,LL.WW,M93,21.0369,143.79,79.09,64.7,16.96,10.55,1.4439,0.0743,L,26,18,M,5,dom
LL.WW6,LL.WW,M94,21.0369,143.79,79.09,64.7,16.96,10.55,1.14918,0.0915,L,26,18,F,5,dom
LL.WW7,LL.WW,M84,20.5983,140.7,72.53,68.17,16.07,11.13,0.6217,0.0959,R,24,16,M,6,dom
LL.WW7,LL.WW,M85,20.5983,140.7,72.53,68.17,16.07,11.13,0.5301,0.0804,R,24,16,M,6,dom
LL.WW7,LL.WW,M86,20.5983,140.7,72.53,68.17,16.07,11.13,0.5335,0.0793,R,24,16,F,6,dom
LL.WW7,LL.WW,M87,20.5983,140.7,72.53,68.17,16.07,11.13,0.5779,0.0968,L,24,16,M,6,dom
LL.WW7,LL.WW,M88,20.5983,140.7,72.53,68.17,16.07,11.13,0.6461,0.0988,L,24,16,F,6,dom
LL.WW7,LL.WW,M89,20.5983,140.7,72.53,68.17,16.07,11.13,0.5681,0.0835,L,24,16,F,6,dom
LL.WW8,LL.WW,M100,27.0341,82.65,82.65,0,17.98,12.06,0.6433,0.098,L,24,16,M,6,dom
LL.WW8,LL.WW,M95,27.0341,82.65,82.65,0,17.98,12.06,0.6106,0.1046,R,24,16,F,6,dom
LL.WW8,LL.WW,M96,27.0341,82.65,82.65,0,17.98,12.06,0.5988,0.0885,R,24,16,F,6,dom
LL.WW8,LL.WW,M97,27.0341,82.65,82.65,0,17.98,12.06,0.6059,0.0891,L,24,16,M,6,dom
LL.WW8,LL.WW,M98,27.0341,82.65,82.65,0,17.98,12.06,0.6104,0.0907,L,24,16,F,6,dom
LL.WW8,LL.WW,M99,27.0341,82.65,82.65,0,17.98,12.06,0.6303,0.1047,L,24,16,M,6,dom
LL.WW9,LL.WW,M124,26.159,117.03,83.25,33.78,16.67,9.89,1.0611,0.0958,R,25,17,F,6,dom
LL.WW9,LL.WW,M125,26.159,117.03,83.25,33.78,16.67,9.89,1.1516,0.0954,R,25,17,M,6,dom
LL.WW9,LL.WW,M126,26.159,117.03,83.25,33.78,16.67,9.89,1.1619,0.0958,R,25,17,M,6,dom
LL.WW9,LL.WW,M127,26.159,117.03,83.25,33.78,16.67,9.89,1.1985,0.0919,R,25,17,F,6,dom
LL.WW9,LL.WW,M128,26.159,117.03,83.25,33.78,16.67,9.89,1.1374,0.0804,L,25,17,M,6,dom
LL.WW9,LL.WW,M129,26.159,117.03,83.25,33.78,16.67,9.89,1.1303,0.0944,L,25,17,M,6,dom
WW.LL54,WW.LL,M1,24.9414,160,83,77,17,14,0.4896,0.0963,R,24,16,F,6,dom
WW.LL54,WW.LL,M2,24.9414,160,83,77,17,14,0.5663,0.0942,R,24,16,F,6,dom
WW.LL54,WW.LL,M3,24.9414,160,83,77,17,14,0.5429,0.0909,L,24,16,F,6,dom
WW.LL54,WW.LL,M4,24.9414,160,83,77,17,14,0.6212,0.0989,L,24,16,F,6,dom
WW.LL54,WW.LL,M5,24.9414,160,83,77,17,14,0.6097,0.1031,L,24,16,F,6,dom
WW.LL54,WW.LL,M6,24.9414,160,83,77,17,14,0.594,0.0856,L,24,16,F,6,dom
WW.LL56,WW.LL,M35,25.9,166.53,90.69,75.84,17.22,10.56,0.8648,0.1024,R,25,17,F,2,dom
WW.LL56,WW.LL,M36,25.9,166.53,90.69,75.84,17.22,10.56,1.0349,0.1093,L,25,17,M,2,dom
WW.LL57,WW.LL,M57,22.5335,156.4,83.6,72.8,18.87,11.3,0.5432,0.078,R,24,16,F,2,dom
WW.LL57,WW.LL,M58,22.5335,156.4,83.6,72.8,18.87,11.3,0.4949,0.0774,L,24,16,M,2,dom
WW.LL58,WW.LL,M78,27.9484,156.17,83.33,72.84,18.96,9.68,0.8843,0.1088,R,25.5,17.5,M,6,dom
WW.LL58,WW.LL,M79,27.9484,156.17,83.33,72.84,18.96,9.68,0.8756,0.0847,R,25.5,17.5,M,6,dom
WW.LL58,WW.LL,M80,27.9484,156.17,83.33,72.84,18.96,9.68,0.7395,0.0756,R,25.5,17.5,F,6,dom
WW.LL58,WW.LL,M81,27.9484,156.17,83.33,72.84,18.96,9.68,0.9395,0.0795,L,25.5,17.5,F,6,dom
WW.LL58,WW.LL,M82,27.9484,156.17,83.33,72.84,18.96,9.68,0.9831,0.0844,L,25.5,17.5,F,6,dom
WW.LL58,WW.LL,M83,27.9484,156.17,83.33,72.84,18.96,9.68,0.9985,0.0882,L,25.5,17.5,M,6,dom
WW.LL59,WW.LL,M114,22.9144,156.57,83.24,73.33,17.65,11.65,1.273,0.0912,L,26,18,M,3,dom
WW.LL59,WW.LL,M115,22.9144,156.57,83.24,73.33,17.65,11.65,1.2036,0.0716,L,26,18,F,3,dom
WW.LL59,WW.LL,M116,22.9144,156.57,83.24,73.33,17.65,11.65,1.3077,0.0805,L,26,18,F,3,dom
WW.LL60,WW.LL,M147,26.701,156.69,81.71,74.98,18.27,10.53,0.8492,0.0805,R,25,17,F,5,dom
WW.LL60,WW.LL,M148,26.701,156.69,81.71,74.98,18.27,10.53,0.7801,0.0748,R,25,17,F,5,dom
WW.LL60,WW.LL,M149,26.701,156.69,81.71,74.98,18.27,10.53,0.5117,0.0828,L,24,16,M,5,dom
WW.LL60,WW.LL,M150,26.701,156.69,81.71,74.98,18.27,10.53,0.8138,0.0803,L,25,17,F,5,dom
WW.LL60,WW.LL,M151,26.701,156.69,81.71,74.98,18.27,10.53,0.9195,0.0791,L,25,17,F,5,dom
WW.LL61,WW.LL,M178,30.2081,164.06,85.84,78.22,17.65,10.84,1.4348,0.0804,R,26,18,M,4,dom
WW.LL61,WW.LL,M179,30.2081,164.06,85.84,78.22,17.65,10.84,1.4775,0.0723,R,26,18,M,4,dom
WW.LL61,WW.LL,M180,30.2081,164.06,85.84,78.22,17.65,10.84,1.4984,0.0624,L,26,18,F,4,dom
WW.LL62,WW.LL,M215,29.8796,160.7,86.53,74.17,16.05,10.77,1.2009,0.0931,R,26,18,M,5,dom
WW.LL62,WW.LL,M216,29.8796,160.7,86.53,74.17,16.05,10.77,1.2316,0.0769,R,26,18,F,5,dom
WW.LL62,WW.LL,M217,29.8796,160.7,86.53,74.17,16.05,10.77,1.1639,0.0863,R,26,18,F,5,dom
WW.LL62,WW.LL,M218,29.8796,160.7,86.53,74.17,16.05,10.77,1.2969,0.0783,L,26,18,M,5,dom
WW.LL62,WW.LL,M219,29.8796,160.7,86.53,74.17,16.05,10.77,1.2645,0.0831,L,26,18,M,5,dom
WW.LL63,WW.LL,M299,24.7461,154.15,81.2,72.95,16.88,10.56,1.1182,0.0786,,26,18,F,5,dom
WW.LL63,WW.LL,M300,24.7461,154.15,81.2,72.95,16.88,10.56,1.119,0.0886,,26,18,F,5,dom
WW.LL63,WW.LL,M301,24.7461,154.15,81.2,72.95,16.88,10.56,1.1074,0.0739,,26,18,F,5,dom
WW.LL64,WW.LL,M509,20.8498,154.64,79.48,75.16,16.88,9.68,0.5248,0.0844,R,24,16,F,4,dom
WW.LL64,WW.LL,M510,20.8498,154.64,79.48,75.16,16.88,9.68,0.52,0.0788,R,24,16,F,4,dom
WW.LL64,WW.LL,M511,20.8498,154.64,79.48,75.16,16.88,9.68,0.5385,0.0807,L,24,16,M,4,dom
WW.LL64,WW.LL,M512,20.8498,154.64,79.48,75.16,16.88,9.68,0.5051,0.0803,L,24,16,M,4,dom
WW.LL72,WW.LL,M737,24.627,159.59,84.49,75.1,16.91,9.95,0.8798,0.0737,R,24.5,16.5,F,3,dom
WW.LL72,WW.LL,M738,24.627,159.59,84.49,75.1,16.91,9.95,0.4964,0.0594,L,24.5,16.5,F,3,dom
WW.LL72,WW.LL,M739,24.627,159.59,84.49,75.1,16.91,9.95,0.8513,0.0736,L,24.5,16.5,F,3,dom
WW.LL73,WW.LL,M733,26.2377,156.4,86.17,70.23,16.69,11.17,0.9121,0.0717,R,25,17,F,6,dom
WW.LL73,WW.LL,M734,26.2377,156.4,86.17,70.23,16.69,11.17,0.8571,0.061,R,25,17,F,6,dom
WW.LL73,WW.LL,M735,26.2377,156.4,86.17,70.23,16.69,11.17,0.9007,0.0641,R,25,17,F,6,dom
WW.LL73,WW.LL,M736,26.2377,156.4,86.17,70.23,16.69,11.17,0.9819,0.076,R,25,17,M,6,dom
CC.PP46,CC.PP,M209,16.5696,139.01,78.16,60.85,14.6,9.66,0.655,0.0916,R,25,17,F,3,mus
CC.PP46,CC.PP,M210,16.5696,139.01,78.16,60.85,14.6,9.66,0.8084,0.1106,R,25,17,F,3,mus
CC.PP46,CC.PP,M211,16.5696,139.01,78.16,60.85,14.6,9.66,0.7404,0.0888,L,25,17,F,3,mus
CC.PP48,CC.PP,M212,17.3815,138.46,78.81,59.65,14.38,9.8,0.6275,0.1075,R,24,16,F,3,mus
CC.PP48,CC.PP,M213,17.3815,138.46,78.81,59.65,14.38,9.8,0.6349,0.0829,R,24,16,M,3,mus
CC.PP48,CC.PP,M214,17.3815,138.46,78.81,59.65,14.38,9.8,0.6541,0.0884,R,24,16,M,3,mus
CC.PP51,CC.PP,M278,18.8005,143.58,80.03,63.55,16.01,10.7,1.2576,0.0897,L,26,18,F,3,mus
CC.PP51,CC.PP,M279,18.8005,143.58,80.03,63.55,16.01,10.7,1.2616,0.0873,L,26,18,M,3,mus
CC.PP51,CC.PP,M280,18.8005,143.58,80.03,63.55,16.01,10.7,1.188,0.0824,L,26,18,M,3,mus
CC.PP52,CC.PP,M268,19.9461,139.7,77.06,62.64,15.71,10.91,0.7637,0.0843,R,25,17,F,6,mus
CC.PP52,CC.PP,M269,19.9461,139.7,77.06,62.64,15.71,10.91,0.8229,0.0876,R,25,17,M,6,mus
CC.PP52,CC.PP,M270,19.9461,139.7,77.06,62.64,15.71,10.91,0.7979,0.0804,L,25,17,M,6,mus
CC.PP52,CC.PP,M271,19.9461,139.7,77.06,62.64,15.71,10.91,0.7686,0.0749,L,25,17,F,6,mus
CC.PP52,CC.PP,M272,19.9461,139.7,77.06,62.64,15.71,10.91,0.8371,0.078,L,25,17,M,6,mus
CC.PP52,CC.PP,M273,19.9461,139.7,77.06,62.64,15.71,10.91,0.8752,0.0743,L,25,17,M,6,mus
CC.PP54,CC.PP,M363,19.853,140.88,82.46,58.42,15.1,10.14,0.9393,0.1045,L,25,17,F,3,mus
CC.PP54,CC.PP,M364,19.853,140.88,82.46,58.42,15.1,10.14,0.9731,0.0959,L,25,17,F,3,mus
CC.PP54,CC.PP,M365,19.853,140.88,82.46,58.42,15.1,10.14,1.0019,0.1163,L,25,17,F,3,mus
CC.PP58,CC.PP,M437,22.3012,143.63,80.03,63.6,15.97,12.74,0.7639,0.0959,R,24.5,16.5,F,7,mus
CC.PP58,CC.PP,M438,22.3012,143.63,80.03,63.6,15.97,12.74,0.7795,0.0863,R,24.5,16.5,M,7,mus
CC.PP58,CC.PP,M439,22.3012,143.63,80.03,63.6,15.97,12.74,0.8198,0.0901,R,24.5,16.5,M,7,mus
CC.PP58,CC.PP,M440,22.3012,143.63,80.03,63.6,15.97,12.74,0.8346,0.094,L,24.5,16.5,M,7,mus
CC.PP58,CC.PP,M441,22.3012,143.63,80.03,63.6,15.97,12.74,0.8129,0.0998,L,24.5,16.5,F,7,mus
CC.PP58,CC.PP,M442,22.3012,143.63,80.03,63.6,15.97,12.74,0.7264,0.0868,L,24.5,16.5,F,7,mus
CC.PP58,CC.PP,M443,22.3012,143.63,80.03,63.6,15.97,12.74,0.7341,0.0911,L,24.5,16.5,M,7,mus
CC.PP59,CC.PP,M461,15.093,126.49,70.38,56.11,14.51,9.69,0.8337,0.0784,L,26,18,M,3,mus
CC.PP59,CC.PP,M462,15.093,126.49,70.38,56.11,14.51,9.69,0.8831,0.0801,L,26,18,M,3,mus
CC.PP60,CC.PP,M463,15.7106,126.12,73.86,52.26,13.84,9.79,0.9025,0.0814,R,25,17,M,3,mus
CC.PP60,CC.PP,M464,15.7106,126.12,73.86,52.26,13.84,9.79,0.8349,0.0932,L,25,17,F,3,mus
CC.PP60,CC.PP,M465,15.7106,126.12,73.86,52.26,13.84,9.79,0.873,0.0803,L,25,17,M,3,mus
CC.PP62,CC.PP,M562,19.3938,137.37,80.23,57.14,14.51,11.17,0.6986,0.1125,R,24.5,16.5,F,5,mus
CC.PP62,CC.PP,M563,19.3938,137.37,80.23,57.14,14.51,11.17,0.6966,0.0986,R,24.5,16.5,M,5,mus
CC.PP62,CC.PP,M564,19.3938,137.37,80.23,57.14,14.51,11.17,0.632,0.0853,L,24.5,16.5,M,5,mus
CC.PP62,CC.PP,M565,19.3938,137.37,80.23,57.14,14.51,11.17,0.6925,0.0819,L,24.5,16.5,F,5,mus
CC.PP62,CC.PP,M566,19.3938,137.37,80.23,57.14,14.51,11.17,0.708,0.08883,L,24.5,16.5,F,5,mus
PP.CC35,PP.CC,M201,28.4799,150.34,81.66,68.68,17.06,10.37,1.1885,0.1085,R,25.5,17.5,M,8,mus
PP.CC35,PP.CC,M202,28.4799,150.34,81.66,68.68,17.06,10.37,1.1939,0.0807,R,25.5,17.5,M,8,mus
PP.CC35,PP.CC,M203,28.4799,150.34,81.66,68.68,17.06,10.37,1.1679,0.0935,R,25.5,17.5,F,8,mus
PP.CC35,PP.CC,M204,28.4799,150.34,81.66,68.68,17.06,10.37,1.2461,0.0893,R,25.5,17.5,M,8,mus
PP.CC35,PP.CC,M205,28.4799,150.34,81.66,68.68,17.06,10.37,1.2229,0.1152,R,25.5,17.5,M,8,mus
PP.CC35,PP.CC,M206,28.4799,150.34,81.66,68.68,17.06,10.37,1.2367,0.0917,L,25.5,17.5,F,8,mus
PP.CC35,PP.CC,M207,28.4799,150.34,81.66,68.68,17.06,10.37,1.246,0.0825,L,25.5,17.5,M,8,mus
PP.CC35,PP.CC,M208,28.4799,150.34,81.66,68.68,17.06,10.37,1.1955,0.0857,L,25.5,17.5,M,8,mus
PP.CC36,PP.CC,M306,23.1591,147.23,81.33,65.9,15.05,9.91,0.4992,0.1172,R,24,16,F,7,mus
PP.CC36,PP.CC,M307,23.1591,147.23,81.33,65.9,15.05,9.91,0.5691,0.1037,R,24,16,F,7,mus
PP.CC36,PP.CC,M308,23.1591,147.23,81.33,65.9,15.05,9.91,0.5399,0.1076,R,24,16,M,7,mus
PP.CC36,PP.CC,M309,23.1591,147.23,81.33,65.9,15.05,9.91,0.5623,0.1007,L,24,16,F,7,mus
PP.CC36,PP.CC,M310,23.1591,147.23,81.33,65.9,15.05,9.91,0.5486,0.0867,L,24,16,M,7,mus
PP.CC37,PP.CC,M337,20.5036,127.03,84.18,42.85,17.45,9.31,0.8316,0.0997,L,24.5,16.5,F,4,mus
PP.CC37,PP.CC,M338,20.5036,127.03,84.18,42.85,17.45,9.31,0.8366,0.0882,L,24.5,16.5,F,4,mus
PP.CC37,PP.CC,M339,20.5036,127.03,84.18,42.85,17.45,9.31,0.8648,0.0916,L,24.5,16.5,F,4,mus
PP.CC37,PP.CC,M340,20.5036,127.03,84.18,42.85,17.45,9.31,0.8603,0.095,L,24.5,16.5,F,4,mus
PP.CC38,PP.CC,M330,21.8694,143.72,83.98,59.74,16.62,11.71,0.5915,0.1064,R,24,16,F,7,mus
PP.CC38,PP.CC,M331,21.8694,143.72,83.98,59.74,16.62,11.71,0.601,0.1039,R,24,16,F,7,mus
PP.CC38,PP.CC,M332,21.8694,143.72,83.98,59.74,16.62,11.71,0.6317,0.0962,R,24,16,M,7,mus
PP.CC38,PP.CC,M333,21.8694,143.72,83.98,59.74,16.62,11.71,0.5279,0.1096,R,24,16,M,7,mus
PP.CC38,PP.CC,M334,21.8694,143.72,83.98,59.74,16.62,11.71,0.5879,0.0961,L,24,16,M,7,mus
PP.CC38,PP.CC,M335,21.8694,143.72,83.98,59.74,16.62,11.71,0.5552,0.0821,L,24,16,F,7,mus
PP.CC38,PP.CC,M336,21.8694,143.72,83.98,59.74,16.62,11.71,0.585,0.1053,L,24,16,M,7,mus
PP.CC39,PP.CC,M351,23.9705,145.4,82.86,62.54,15.98,10.96,0.8639,0.0967,R,25,17,F,6,mus
PP.CC39,PP.CC,M352,23.9705,145.4,82.86,62.54,15.98,10.96,0.8978,0.0956,R,25,17,M,6,mus
PP.CC39,PP.CC,M353,23.9705,145.4,82.86,62.54,15.98,10.96,0.8487,0.0936,L,25,17,F,6,mus
PP.CC39,PP.CC,M354,23.9705,145.4,82.86,62.54,15.98,10.96,0.9221,0.0851,L,25,17,M,6,mus
PP.CC39,PP.CC,M355,23.9705,145.4,82.86,62.54,15.98,10.96,0.7404,0.0948,L,25,17,M,6,mus
PP.CC39,PP.CC,M356,23.9705,145.4,82.86,62.54,15.98,10.96,0.7788,0.0924,L,25,17,M,6,mus
PP.CC40,PP.CC,M384,19.6372,143.23,84.91,58.32,16.44,9.23,0.4482,0.0925,R,24,16,M,5,mus
PP.CC40,PP.CC,M385,19.6372,143.23,84.91,58.32,16.44,9.23,0.4281,0.0884,R,24,16,F,5,mus
PP.CC40,PP.CC,M386,19.6372,143.23,84.91,58.32,16.44,9.23,0.438,0.0867,R,24,16,F,5,mus
PP.CC40,PP.CC,M387,19.6372,143.23,84.91,58.32,16.44,9.23,0.451,0.1039,L,24,16,F,5,mus
PP.CC40,PP.CC,M388,19.6372,143.23,84.91,58.32,16.44,9.23,0.4368,0.0979,L,24,16,M,5,mus
PP.CC41,PP.CC,M377,22.2403,141.26,80.53,60.73,16.75,9.55,0.616,0.0947,R,24.5,16.5,M,7,mus
PP.CC41,PP.CC,M378,22.2403,141.26,80.53,60.73,16.75,9.55,0.6904,0.1008,R,25,17,M,7,mus
PP.CC41,PP.CC,M379,22.2403,141.26,80.53,60.73,16.75,9.55,0.6378,0.0996,R,25,17,F,7,mus
PP.CC41,PP.CC,M380,22.2403,141.26,80.53,60.73,16.75,9.55,0.6347,0.1077,L,25,17,M,7,mus
PP.CC41,PP.CC,M381,22.2403,141.26,80.53,60.73,16.75,9.55,0.5662,0.0967,L,24,16,F,7,mus
PP.CC41,PP.CC,M382,22.2403,141.26,80.53,60.73,16.75,9.55,0.6479,0.0904,L,25,17,F,7,mus
PP.CC41,PP.CC,M383,22.2403,141.26,80.53,60.73,16.75,9.55,0.6241,0.106,L,25,17,F,7,mus
PP.CC43,PP.CC,M687,24.0853,148.56,84.96,63.6,16.14,9.62,0.6484,0.1074,R,24,16,F,7,mus
PP.CC43,PP.CC,M688,24.0853,148.56,84.96,63.6,16.14,9.62,0.7496,0.1038,R,24,16,M,7,mus
PP.CC43,PP.CC,M689,24.0853,148.56,84.96,63.6,16.14,9.62,0.737,0.0948,R,24,16,M,7,mus
PP.CC43,PP.CC,M690,24.0853,148.56,84.96,63.6,16.14,9.62,0.7543,0.0905,R,24,16,M,7,mus
PP.CC48,PP.CC,M844,25.5393,156.26,89.42,66.84,17.42,10.63,0.9074,0.1196,L,24.5,16.5,M,4,mus
PP.CC48,PP.CC,M845,25.5393,156.26,89.42,66.84,17.42,10.63,0.8292,0.1358,L,24.5,16.5,M,4,mus
PP.CC48,PP.CC,M846,25.5393,156.26,89.42,66.84,17.42,10.63,0.9353,0.1053,L,24.5,16.5,F,4,mus
PP.WW10,PP.WW,M130,22.2842,100.15,80.65,19.5,15.73,10.17,0.7357,0.1237,R,24,16,M,6,musxdom
PP.WW10,PP.WW,M131,22.2842,100.15,80.65,19.5,15.73,10.17,0.6831,0.1101,R,24,16,F,6,musxdom
PP.WW10,PP.WW,M132,22.2842,100.15,80.65,19.5,15.73,10.17,0.4861,0.0772,L,24,16,F,6,musxdom
