Cross_ID,Cross_Type,Sample_ID,Dam_Weight_g,Dam_Body_mm,Dam_Just_body,Dam_Tail_mm,Dam_Foot_mm,Dam_Ear_mm,Embryo_weight_g,Placenta_Weight_g,Side_of_Repro,TS,day,sex,N_in_litter,Experiment
WW.CC43,WW.CC,M825,22.26,147.03,78.34,68.69,15.3,10.83,0.7698,0.0811,L,25,17,F,6,musxdom
WW.CC43,WW.CC,M826,22.26,147.03,78.34,68.69,15.3,10.83,0.9179,0.0806,L,25,17,M,6,musxdom
CC.LL11,CC.LL,M691,23.7986,153.15,86.14,67.01,14.39,9.83,0.8884,0.1329,L,25,17,F,3,musxdom
CC.LL11,CC.LL,M692,23.7986,153.15,86.14,67.01,14.39,9.83,1.0692,0.1523,L,25,17,M,3,musxdom
CC.LL11,CC.LL,M693,23.7986,153.15,86.14,67.01,14.39,9.83,1.0256,0.1511,L,25,17,M,3,musxdom
CC.LL12,CC.LL,M753,18.1382,144.22,82.42,61.8,15.95,8.48,0.1661,0.0885,R,22,14,M,6,musxdom
CC.LL12,CC.LL,M754,18.1382,144.22,82.42,61.8,15.95,8.48,0.1529,0.0789,R,22,14,M,6,musxdom
CC.LL12,CC.LL,M756,18.1382,144.22,82.42,61.8,15.95,8.48,0.1313,0.0774,L,22,14,F,6,musxdom
CC.LL12,CC.LL,M757,18.1382,144.22,82.42,61.8,15.95,8.48,0.1617,0.0727,L,22,14,F,6,musxdom
CC.LL13,CC.LL,M827,18.0152,134.35,77.69,56.66,14.13,11.25,1.3212,0.1218,L,26,18,F,2,musxdom
CC.LL13,CC.LL,M828,18.0152,134.35,77.69,56.66,14.13,11.25,1.4281,0.1194,L,26,18,M,2,musxdom
CC.LL3,CC.LL,M421,26.6102,148.66,85.01,63.65,15.48,9.01,1.0832,0.1263,R,25,17,F,6,musxdom
CC.LL3,CC.LL,M422,26.6102,148.66,85.01,63.65,15.48,9.01,1.0398,0.1163,R,25,17,F,6,musxdom
CC.LL3,CC.LL,M423,26.6102,148.66,85.01,63.65,15.48,9.01,1.0277,0.1117,R,25,17,M,6,musxdom
CC.LL3,CC.LL,M424,26.6102,148.66,85.01,63.65,15.48,9.01,1.1439,0.1113,R,25,17,M,6,musxdom
CC.LL3,CC.LL,M425,26.6102,148.66,85.01,63.65,15.48,9.01,1.1014,0.1207,L,25,17,M,6,musxdom
CC.LL3,CC.LL,M426,26.6102,148.66,85.01,63.65,15.48,9.01,1.0709,0.1171,L,25,17,M,6,musxdom
CC.LL4,CC.LL,M427,22.8658,140.52,81.65,58.87,15.95,10.61,0.5966,0.1071,R,24,16,F,5,musxdom
CC.LL4,CC.LL,M428,22.8658,140.52,81.65,58.87,15.95,10.61,0.6095,0.1023,L,24,16,F,5,musxdom
CC.LL4,CC.LL,M429,22.8658,140.52,81.65,58.87,15.95,10.61,0.6038,0.1095,L,24,16,F,5,musxdom
CC.LL4,CC.LL,M430,22.8658,140.52,81.65,58.87,15.95,10.61,0.7094,0.1037,L,24,16,F,5,musxdom
CC.LL4,CC.LL,M431,22.8658,140.52,81.65,58.87,15.95,10.61,0.6399,0.1225,L,24,16,M,5,musxdom
CC.LL8,CC.LL,M543,21.5726,146.45,79.93,66.52,15.24,10.59,0.769,0.1505,R,25,17,F,3,musxdom
CC.LL8,CC.LL,M544,21.5726,146.45,79.93,66.52,15.24,10.59,0.6484,0.1165,R,25,17,M,3,musxdom
CC.LL8,CC.LL,M545,21.5726,146.45,79.93,66.52,15.24,10.59,0.6813,0.0979,L,25,17,F,3,musxdom
LL.CC1,LL.CC,M497,25.8949,154.77,87.88,66.89,16.86,9.28,0.994,0.1471,R,25,17,M,5,musxdom
LL.CC1,LL.CC,M498,25.8949,154.77,87.88,66.89,16.86,9.28,0.878,0.1089,R,25,17,M,5,musxdom
LL.CC1,LL.CC,M499,25.8949,154.77,87.88,66.89,16.86,9.28,0.9339,0.103,R,25,17,F,5,musxdom
LL.CC1,LL.CC,M500,25.8949,154.77,87.88,66.89,16.86,9.28,0.9823,0.1193,L,25,17,F,5,musxdom
LL.CC1,LL.CC,M501,25.8949,154.77,87.88,66.89,16.86,9.28,1.0298,0.1226,L,25,17,M,5,musxdom
LL.CC3,LL.CC,M694,25.2266,145.97,78.41,67.56,16.26,10.24,0.7162,0.1014,R,24.5,16.5,M,8,musxdom
LL.CC3,LL.CC,M695,25.2266,145.97,78.41,67.56,16.26,10.24,0.6593,0.1065,L,24.5,16.5,M,8,musxdom
LL.CC3,LL.CC,M696,25.2266,145.97,78.41,67.56,16.26,10.24,0.6838,0.098,L,24.5,16.5,M,8,musxdom
LL.CC3,LL.CC,M697,25.2266,145.97,78.41,67.56,16.26,10.24,0.7089,0.0936,L,24.5,16.5,M,8,musxdom
LL.CC3,LL.CC,M698,25.2266,145.97,78.41,67.56,16.26,10.24,0.6421,0.1087,L,24.5,16.5,M,8,musxdom
LL.CC3,LL.CC,M700,25.2266,145.97,78.41,67.56,16.26,10.24,0.5641,0.0891,L,24.5,16.5,M,8,musxdom
LL.CC3,LL.CC,M701,25.2266,145.97,78.41,67.56,16.26,10.24,0.5184,0.1074,L,24.5,16.5,F,8,musxdom
LL.CC4,LL.CC,M728,25.6545,152.02,83.69,68.33,16.13,9.38,0.7367,0.1226,R,24,16,M,5,musxdom
LL.CC4,LL.CC,M729,25.6545,152.02,83.69,68.33,16.13,9.38,0.5131,0.126,R,24,16,F,5,musxdom
LL.CC4,LL.CC,M730,25.6545,152.02,83.69,68.33,16.13,9.38,0.6882,0.1037,L,24,16,M,5,musxdom
LL.CC4,LL.CC,M731,25.6545,152.02,83.69,68.33,16.13,9.38,0.6847,0.1108,L,24,16,M,5,musxdom
LL.CC4,LL.CC,M732,25.6545,152.02,83.69,68.33,16.13,9.38,0.6776,0.1236,L,24,16,M,5,musxdom
LL.CC5,LL.CC,M780,22.8338,147.84,80.28,67.56,16.37,10.59,0.7824,0.1051,R,24.5,16.5,M,5,musxdom
LL.CC5,LL.CC,M781,22.8338,147.84,80.28,67.56,16.37,10.59,0.8541,0.116,R,24.5,16.5,F,5,musxdom
LL.CC5,LL.CC,M782,22.8338,147.84,80.28,67.56,16.37,10.59,0.9043,0.1214,R,24.5,16.5,M,5,musxdom
LL.CC5,LL.CC,M783,22.8338,147.84,80.28,67.56,16.37,10.59,0.9416,0.1097,L,24.5,16.5,M,5,musxdom
LL.CC5,LL.CC,M784,22.8338,147.84,80.28,67.56,16.37,10.59,0.9429,0.1107,L,24.5,16.5,M,5,musxdom
FM.TF10,FM.TF,M182,20.1229,126.02,80.06,45.96,14.16,10.34,0.9427,0.1095,L,25,17,F,4,spret
FM.TF10,FM.TF,M184,20.1229,126.02,80.06,45.96,14.16,10.34,0.8578,0.1059,L,25,17,M,4,spret
FM.TF10,FM.TF,M185,20.1229,126.02,80.06,45.96,14.16,10.34,0.9278,0.0975,L,25,17,F,4,spret
FM.TF11,FM.TF,M194,18.7527,98.72,74.28,24.44,12.88,9.69,1.1765,0.1147,R,26,18,F,2,spret
FM.TF11,FM.TF,M195,18.7527,98.72,74.28,24.44,12.88,9.69,1.1841,0.1042,R,26,18,F,2,spret
FM.TF12,FM.TF,M189,20.905,103.39,79.85,23.54,15.11,8.01,0.7331,0.0913,R,24,16,F,5,spret
FM.TF12,FM.TF,M190,20.905,103.39,79.85,23.54,15.11,8.01,0.8337,0.0993,R,24,16,F,5,spret
FM.TF12,FM.TF,M191,20.905,103.39,79.85,23.54,15.11,8.01,0.7368,0.0964,R,24,16,F,5,spret
FM.TF12,FM.TF,M192,20.905,103.39,79.85,23.54,15.11,8.01,0.829,0.1133,C,24,16,M,5,spret
FM.TF12,FM.TF,M193,20.905,103.39,79.85,23.54,15.11,8.01,0.6617,0.0921,L,24,16,F,5,spret
FM.TF13,FM.TF,M220,18.3788,104.49,75.18,29.31,14.66,11.27,0.7575,0.1153,R,24,16,F,3,spret
FM.TF13,FM.TF,M221,18.3788,104.49,75.18,29.31,14.66,11.27,0.7869,0.1091,R,24,16,F,3,spret
FM.TF13,FM.TF,M222,18.3788,104.49,75.18,29.31,14.66,11.27,0.7904,0.1072,R,24,16,M,3,spret
FM.TF14,FM.TF,M230,19.0339,125.11,77.55,47.56,15.33,10.06,1.1393,0.1142,R,25,17,F,3,spret
FM.TF14,FM.TF,M231,19.0339,125.11,77.55,47.56,15.33,10.06,0.9345,0.122,L,25,17,M,3,spret
FM.TF14,FM.TF,M232,19.0339,125.11,77.55,47.56,15.33,10.06,1.0338,0.1005,L,25,17,F,3,spret
FM.TF15,FM.TF,M242,20.1344,123.37,77.05,46.32,13.66,7.94,0.9837,0.0918,R,25,17,F,5,spret
FM.TF15,FM.TF,M243,20.1344,123.37,77.05,46.32,13.66,7.94,0.9473,0.0718,R,25,17,F,5,spret
FM.TF15,FM.TF,M244,20.1344,123.37,77.05,46.32,13.66,7.94,1.0262,0.0816,R,25,17,F,5,spret
FM.TF15,FM.TF,M245,20.1344,123.37,77.05,46.32,13.66,7.94,0.9988,0.0958,L,25,17,F,5,spret
FM.TF15,FM.TF,M246,20.1344,123.37,77.05,46.32,13.66,7.94,0.9795,0.0864,L,25,17,F,5,spret
FM.TF17,FM.TF,M274,19.6319,105.9,78.92,26.98,16.96,9.65,1.0325,0.1055,R,25.5,17.5,F,4,spret
FM.TF17,FM.TF,M275,19.6319,105.9,78.92,26.98,16.96,9.65,1.0793,0.0894,R,25.5,17.5,M,4,spret
FM.TF17,FM.TF,M276,19.6319,105.9,78.92,26.98,16.96,9.65,1.0497,0.0936,R,25.5,17.5,F,4,spret
FM.TF17,FM.TF,M277,19.6319,105.9,78.92,26.98,16.96,9.65,0.9055,0.0948,R,25.5,17.5,M,4,spret
FM.TF18,FM.TF,M401,21.5601,102.41,76,26.41,14.15,12.12,0.6788,0.096,R,24,16,F,6,spret
FM.TF18,FM.TF,M402,21.5601,102.41,76,26.41,14.15,12.12,0.6638,0.0877,R,24,16,F,6,spret
FM.TF18,FM.TF,M403,21.5601,102.41,76,26.41,14.15,12.12,0.6544,0.0905,R,24,16,M,6,spret
FM.TF18,FM.TF,M404,21.5601,102.41,76,26.41,14.15,12.12,0.6068,0.1167,R,24,16,F,6,spret
FM.TF18,FM.TF,M405,21.5601,102.41,76,26.41,14.15,12.12,0.5884,0.1016,L,24,16,M,6,spret
FM.TF18,FM.TF,M406,21.5601,102.41,76,26.41,14.15,12.12,0.6825,0.0963,L,24,16,F,6,spret
FM.TF19,FM.TF,M598,22.6503,134.03,85.94,48.09,13.85,10.23,0.7722,0.145,R,24.5,16.5,M,3,spret
FM.TF19,FM.TF,M599,22.6503,134.03,85.94,48.09,13.85,10.23,0.7099,0.1053,R,24.5,16.5,M,3,spret
FM.TF19,FM.TF,M600,22.6503,134.03,85.94,48.09,13.85,10.23,0.7187,0.1328,R,24.5,16.5,M,3,spret
FM.TF22,FM.TF,M806,23.8967,134.29,86.04,48.25,15.38,11.8,0.6601,0.1057,L,24,16,F,4,spret
FM.TF22,FM.TF,M807,23.8967,134.29,86.04,48.25,15.38,11.8,0.5257,0.0901,L,24,16,F,4,spret
FM.TF22,FM.TF,M808,23.8967,134.29,86.04,48.25,15.38,11.8,0.6633,0.1299,L,24,16,M,4,spret
FM.TF23,FM.TF,M793,28.7847,133.34,84.79,48.55,15.5,10.29,0.7035,0.1035,L,24.5,16.5,M,9,spret
FM.TF23,FM.TF,M794,28.7847,133.34,84.79,48.55,15.5,10.29,0.7097,0.1111,L,24.5,16.5,F,9,spret
FM.TF23,FM.TF,M795,28.7847,133.34,84.79,48.55,15.5,10.29,0.665,0.0963,L,24.5,16.5,M,9,spret
FM.TF23,FM.TF,M796,28.7847,133.34,84.79,48.55,15.5,10.29,0.6099,0.0956,L,24.5,16.5,M,9,spret
FM.TF23,FM.TF,M797,28.7847,133.34,84.79,48.55,15.5,10.29,0.6053,0.0838,L,24.5,16.5,F,9,spret
FM.TF23,FM.TF,M798,28.7847,133.34,84.79,48.55,15.5,10.29,0.6701,0.0917,L,24.5,16.5,F,9,spret
PP.FM2,PP.FM,M117,26.2791,154.33,89.14,65.19,17.43,9.94,0.4442,0.0547,R,24,16,M,7,spret
PP.FM2,PP.FM,M118,26.2791,154.33,89.14,65.19,17.43,9.94,0.5549,0.0858,R,24,16,F,7,spret
PP.FM2,PP.FM,M119,26.2791,154.33,89.14,65.19,17.43,9.94,0.6657,0.0706,R,24,16,F,7,spret
PP.FM2,PP.FM,M120,26.2791,154.33,89.14,65.19,17.43,9.94,0.7133,0.0754,L,24,16,F,7,spret
PP.FM2,PP.FM,M121,26.2791,154.33,89.14,65.19,17.43,9.94,0.5003,0.0562,L,24,16,M,7,spret
PP.FM2,PP.FM,M122,26.2791,154.33,89.14,65.19,17.43,9.94,0.5583,0.0555,L,24,16,M,7,spret
PP.FM2,PP.FM,M123,26.2791,154.33,89.14,65.19,17.43,9.94,0.5179,0.0785,L,24,16,F,7,spret
PP.FM3,PP.FM,M140,22.1067,139.81,78.95,60.86,16.44,9.57,0.5996,0.0559,R,24,16,M,7,spret
PP.FM3,PP.FM,M141,22.1067,139.81,78.95,60.86,16.44,9.57,0.6208,0.0544,R,24,16,M,7,spret
PP.FM3,PP.FM,M142,22.1067,139.81,78.95,60.86,16.44,9.57,0.5775,0.0669,R,24,16,F,7,spret
PP.FM3,PP.FM,M143,22.1067,139.81,78.95,60.86,16.44,9.57,0.6533,0.0653,R,24,16,F,7,spret
PP.FM3,PP.FM,M144,22.1067,139.81,78.95,60.86,16.44,9.57,0.7554,0.0542,R,24,16,F,7,spret
PP.FM3,PP.FM,M145,22.1067,139.81,78.95,60.86,16.44,9.57,0.6623,0.0596,L,24,16,F,7,spret
PP.FM3,PP.FM,M146,22.1067,139.81,78.95,60.86,16.44,9.57,0.3882,0.0472,L,23,15,F,7,spret
PP.TF12,PP.TF,M229,20.7991,148.4,84.51,63.89,16.1,10.47,0.5911,0.0788,R,24,16,M,1,musxspret
PP.TF16,PP.TF,M247,22.0175,153.98,85.13,68.85,16.43,8.03,0.6109,0.0667,L,24,16,M,3,musxspret
PP.TF16,PP.TF,M248,22.0175,153.98,85.13,68.85,16.43,8.03,0.6989,0.0656,L,24,16,M,3,musxspret
PP.TF16,PP.TF,M249,22.0175,153.98,85.13,68.85,16.43,8.03,0.6554,0.0877,L,24,16,M,3,musxspret
PP.TF17,PP.TF,M281,22.0143,155.31,89.73,65.58,17.83,10.17,0.6036,0.0552,L,24.5,16.5,M,3,musxspret
PP.TF17,PP.TF,M282,22.0143,155.31,89.73,65.58,17.83,10.17,0.859,0.0712,L,25,17,F,3,musxspret
PP.TF17,PP.TF,M283,22.0143,155.31,89.73,65.58,17.83,10.17,0.6552,0.055,L,25,17,F,3,musxspret
PP.TF18,PP.TF,M411,19.0363,146.06,84.38,61.68,17.63,10.51,0.9383,0.0637,R,25,17,M,3,musxspret
PP.TF18,PP.TF,M412,19.0363,146.06,84.38,61.68,17.63,10.51,0.9583,0.0519,L,25,17,M,3,musxspret
PP.TF18,PP.TF,M413,19.0363,146.06,84.38,61.68,17.63,10.51,0.9238,0.0643,L,25,17,M,3,musxspret
PP.TF21,PP.TF,M311,19.0848,146.6,80,66.6,16,9.62,0.2509,0.0439,R,23,15,M,6,musxspret
PP.TF21,PP.TF,M312,19.0848,146.6,80,66.6,16,9.62,0.1867,0.0212,R,23,15,F,6,musxspret
PP.TF21,PP.TF,M313,19.0848,146.6,80,66.6,16,9.62,0.2267,0.0556,R,23,15,F,6,musxspret
PP.TF21,PP.TF,M314,19.0848,146.6,80,66.6,16,9.62,0.1862,0.0436,R,23,15,M,6,musxspret
PP.TF21,PP.TF,M315,19.0848,146.6,80,66.6,16,9.62,0.2278,0.0541,L,23,15,F,6,musxspret
PP.TF21,PP.TF,M316,19.0848,146.6,80,66.6,16,9.62,0.1485,0.0368,L,22.5,14.5,F,6,musxspret
PP.TF22,PP.TF,M389,21.453,158.45,89.91,68.54,17.05,11.4,0.1118,0.0706,R,22,14,M,5,musxspret
PP.TF22,PP.TF,M390,21.453,158.45,89.91,68.54,17.05,11.4,0.1243,0.054,R,22,14,M,5,musxspret
PP.TF22,PP.TF,M391,21.453,158.45,89.91,68.54,17.05,11.4,0.1296,0.081,R,22,14,F,5,musxspret
PP.TF22,PP.TF,M392,21.453,158.45,89.91,68.54,17.05,11.4,0.109,0.0725,L,22,14,M,5,musxspret
PP.TF22,PP.TF,M393,21.453,158.45,89.91,68.54,17.05,11.4,0.0723,0.0419,L,22,14,F,5,musxspret
PP.TF39,PP.TF,M449,19.7212,146.32,81.2,65.12,16.4,10.83,0.2593,0.0392,R,23.5,15.5,M,5,musxspret
PP.TF39,PP.TF,M450,19.7212,146.32,81.2,65.12,16.4,10.83,0.2244,0.0473,L,23.5,15.5,F,5,musxspret
PP.TF39,PP.TF,M451,19.7212,146.32,81.2,65.12,16.4,10.83,0.2919,0.0574,L,23.5,15.5,F,5,musxspret
PP.TF39,PP.TF,M452,19.7212,146.32,81.2,65.12,16.4,10.83,0.4127,0.0566,L,24,16,M,5,musxspret
PP.TF39,PP.TF,M453,19.7212,146.32,81.2,65.12,16.4,10.83,0.3346,0.0554,L,24,16,M,5,musxspret
PP.TF44,PP.TF,M481,20.8351,144.32,86.77,57.55,15.88,9.56,1.0197,0.0677,R,25,17,F,3,musxspret
PP.TF44,PP.TF,M482,20.8351,144.32,86.77,57.55,15.88,9.56,0.9679,0.07,R,25,17,F,3,musxspret
PP.TF44,PP.TF,M483,20.8351,144.32,86.77,57.55,15.88,9.56,0.9466,0.0546,R,25,17,M,3,musxspret
PP.TF48,PP.TF,M493,19.1101,147.29,84.15,63.14,15.38,11.19,0.7846,0.0491,R,25,17,M,4,musxspret
PP.TF48,PP.TF,M494,19.1101,147.29,84.15,63.14,15.38,11.19,1.0363,0.0613,R,25,17,F,4,musxspret
PP.TF48,PP.TF,M495,19.1101,147.29,84.15,63.14,15.38,11.19,0.8425,0.0536,R,25,17,M,4,musxspret
PP.TF48,PP.TF,M496,19.1101,147.29,84.15,63.14,15.38,11.19,1.0269,0.0544,R,25,17,M,4,musxspret
TF.FM10,TF.FM,M629,13.6809,121.69,74.73,46.96,12.92,9.22,0.935,0.1088,R,24,16,F,1,spret
TF.FM14,TF.FM,M812,18.3658,125.57,72.64,52.93,13.27,9.64,0.3811,0.0671,R,24,16,F,7,spret
TF.FM14,TF.FM,M814,18.3658,125.57,72.64,52.93,13.27,9.64,0.4223,0.0833,R,24,16,F,7,spret
TF.FM14,TF.FM,M815,18.3658,125.57,72.64,52.93,13.27,9.64,0.3574,0.0883,R,24,16,M,7,spret
TF.FM4,TF.FM,M70,15.4642,123.35,74.9,48.45,14.6,8.05,0.5165,0.0952,R,24,16,M,4,spret
TF.FM4,TF.FM,M71,15.4642,123.35,74.9,48.45,14.6,8.05,0.4827,0.0864,R,24,16,F,4,spret
TF.FM4,TF.FM,M72,15.4642,123.35,74.9,48.45,14.6,8.05,0.4599,0.0768,R,24,16,F,4,spret
TF.FM4,TF.FM,M73,15.4642,123.35,74.9,48.45,14.6,8.05,0.4119,0.084,L,24,16,F,4,spret
TF.FM5,TF.FM,M74,18.3765,126.3,76.02,50.28,14.64,9.67,0.886,0.0856,R,26,18,F,4,spret
TF.FM5,TF.FM,M75,18.3765,126.3,76.02,50.28,14.64,9.67,0.6861,0.0997,R,26,18,M,4,spret
TF.FM5,TF.FM,M76,18.3765,126.3,76.02,50.28,14.64,9.67,0.7363,0.0763,L,26,18,M,4,spret
TF.FM5,TF.FM,M77,18.3765,126.3,76.02,50.28,14.64,9.67,0.801,0.078,L,26,18,M,4,spret
TF.FM6,TF.FM,M186,16.8116,125.1,76.44,48.66,13.67,7.81,1.1141,0.0757,R,25.5,17.5,F,3,spret
TF.FM6,TF.FM,M187,16.8116,125.1,76.44,48.66,13.67,7.81,1.1657,0.0827,L,25.5,17.5,F,3,spret
TF.FM6,TF.FM,M188,16.8116,125.1,76.44,48.66,13.67,7.81,1.1591,0.0792,L,25.5,17.5,F,3,spret
TF.FM7,TF.FM,M196,16.823,125.28,73.75,51.53,14.2,8.28,0.408,0.0825,R,24,16,F,5,spret
TF.FM7,TF.FM,M197,16.823,125.28,73.75,51.53,14.2,8.28,0.4414,0.0913,R,24,16,M,5,spret
TF.FM7,TF.FM,M198,16.823,125.28,73.75,51.53,14.2,8.28,0.4279,0.0836,R,24,16,F,5,spret
TF.FM7,TF.FM,M199,16.823,125.28,73.75,51.53,14.2,8.28,0.4181,0.127,L,24,16,F,5,spret
TF.FM7,TF.FM,M200,16.823,125.28,73.75,51.53,14.2,8.28,0.3768,0.0998,L,23.5,15.5,M,5,spret
TF.FM8,TF.FM,M473,14.1743,120.09,73.36,46.73,14.71,8.84,0.638,0.1046,R,24,16,F,2,spret
TF.FM8,TF.FM,M474,14.1743,120.09,73.36,46.73,14.71,8.84,0.3893,0.0968,R,24,16,M,2,spret
TF.FM9,TF.FM,M527,15.5745,124.19,74.49,49.7,14.13,9.82,1.05,0.0783,R,25.5,17.5,F,3,spret
TF.FM9,TF.FM,M528,15.5745,124.19,74.49,49.7,14.13,9.82,1.114,0.083,R,25.5,17.5,M,3,spret
TF.FM9,TF.FM,M529,15.5745,124.19,74.49,49.7,14.13,9.82,1.0708,0.0793,R,25.5,17.5,F,3,spret
TF.PP13,TF.PP,M284,18.6129,130.13,78.89,51.24,14.45,8.64,1.3286,0.2601,L,26,18,F,2,musxspret
TF.PP13,TF.PP,M285,18.6129,130.13,78.89,51.24,14.45,8.64,1.2902,0.2673,L,26,18,M,2,musxspret
TF.PP14,TF.PP,M286,18.0132,129.99,81.73,48.26,15.61,10.95,1.9639,0.3055,R,26,18,M,1,musxspret
TF.PP18,TF.PP,M515,19.8777,127.48,75.65,51.81,13.62,10.84,0.6322,0.2653,R,24,16,F,4,musxspret
TF.PP18,TF.PP,M516,19.8777,127.48,75.65,51.81,13.62,10.84,0.6661,0.2708,R,24,16,M,4,musxspret
TF.PP18,TF.PP,M517,19.8777,127.48,75.65,51.81,13.62,10.84,0.8287,0.2685,L,24,16,M,4,musxspret
TF.PP18,TF.PP,M518,19.8777,127.48,75.65,51.81,13.62,10.84,0.6333,0.258,L,24,16,M,4,musxspret
TF.PP21,TF.PP,M618,17.8539,125.18,76.2,48.98,14.51,8.79,0.6431,0.2337,L,24,16,F,3,musxspret
TF.PP21,TF.PP,M619,17.8539,125.18,76.2,48.98,14.51,8.79,0.9559,0.3175,L,24.5,16.5,F,3,musxspret
TF.PP21,TF.PP,M620,17.8539,125.18,76.2,48.98,14.51,8.79,1.2727,0.2474,L,25,16,F,3,musxspret
TF.PP22,TF.PP,M652,14.7549,123.23,77.91,45.32,14.46,10.22,2.1764,0.299,,26,18,F,1,musxspret
TF.PP30,TF.PP,M799,16.4363,123.15,72.53,50.62,11.6,8.81,1.0541,0.3685,R,25,17,F,3,musxspret
TF.PP30,TF.PP,M800,16.4363,123.15,72.53,50.62,11.6,8.81,0.9894,0.3554,R,24.5,16.5,F,3,musxspret
TF.PP30,TF.PP,M801,16.4363,123.15,72.53,50.62,11.6,8.81,0.8868,0.3546,R,24.5,16.5,M,3,musxspret
TF.PP7,TF.PP,M18,18.6084,133,82,51,14,12,0.3149,0.2239,R,24,16,M,2,musxspret
TF.PP7,TF.PP,M19,18.6084,133,82,51,14,12,0.164,0.1549,R,23.5,15.5,F,2,musxspret